訂單號,訂單日期,顧客姓名,訂單等級,訂單數量,銷售額,折扣點,運輸方式,利潤額,單價,運輸成本,區域,省份,城市,產品類別,產品子類別,產品名稱,產品包箱,運送日期,,
9537,2011/2/13,王然山,其它,43,170.88,0.01,火車,-149.09,3.81,5.44,華北,北京,北京,辦公用品,夾子及其配件,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",小型箱子,2011/2/15,,
9568,2010/3/7,劉宇飛,其它,46,3725.53,0,火車,748.67,76.72,19.95,華北,北京,北京,辦公用品,家用電器,Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room,大型箱子,2010/3/9,,
9573,2012/6/13,李宇震,中級,41,133.23,0,火車,-59.91,3.14,1.92,西北,甘肅,嘉峪關,辦公用品,剪刀，尺子，鋸,Serrated Blade or Curved Handle Hand Letter Openers,打包紙袋,2012/6/14,,
9573,2012/6/13,李宇震,中級,21,146.25,0.01,空運,60.12,6.35,1.02,西北,陝西,銅川,辦公用品,紙張,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",打包紙袋,2012/6/14,,
9574,2011/7/30,費英,中級,40,434.62,0.08,火車,-68.98,11.5,7.19,西北,陝西,銅川,辦公用品,夾子及其配件,Ibico Covers for Plastic or Wire Binding Elements,小型箱子,2011/7/31,,
9602,2012/11/10,李宇輝,中級,27,2654.16,0.01,大卡,600.93,90.97,28,西北,新疆,烏魯木齊,技術產品,辦公機器,Lexmark Z55se Color Inkjet Printer,巨型木箱,2012/11/12,,
9602,2012/11/10,李宇輝,中級,16,36.23,0.02,火車,-24.87,2.12,1.99,西北,陝西,銅川,技術產品,電腦配件,Fuji Slim Jewel Case CD-R,小型包裹,2012/11/12,,
9602,2012/11/10,李宇輝,中級,15,1722.65,0.05,大卡,-399.67,114.98,51.42,西北,甘肅,嘉峪關,傢俱產品,書架,Sauder Camden County Collection Library,巨型紙箱,2012/11/11,,
9606,2009/7/27,高瑞昌,其它,39,493.26,0.02,火車,263.40,12.53,0.49,西北,甘肅,嘉峪關,辦公用品,標籤,Round Specialty Laser Printer Labels,小型箱子,2009/7/27,,
9606,2009/7/27,高瑞昌,其它,37,192.15,0.07,空運,37.31,5.18,2.04,華東,山東,萊蕪,辦公用品,紙張,Array® Memo Cubes,打包紙袋,2009/7/29,,
9632,2012/1/16,吳千郡,低級,33,3633.03,0.09,火車,1440.27,120.98,9.07,華東,浙江,溫州,辦公用品,夾子及其配件,GBC VeloBinder Electric Binding Machine,小型箱子,2012/1/20,,
9635,2009/4/13,吳林林,中級,1,3.42,0.05,火車,-2.91,1.88,1.49,華東,浙江,溫州,辦公用品,夾子及其配件,Staples® General Use 3-Ring Binders,小型箱子,2009/4/15,,
9637,2009/1/3,吳林林,低級,12,522.49,0.08,火車,-236.43,43.22,16.71,華東,浙江,溫州,技術產品,電腦配件,"Fellowes Mobile Numeric Keypad, Graphite",小型箱子,2009/1/5,,
9637,2009/1/3,吳林林,低級,49,28359.4,0.05,火車,14440.39,574.74,24.49,華東,浙江,溫州,技術產品,辦公機器,Polycom ViaVideo™ Desktop Video Communications Unit,大型箱子,2009/1/10,,
9637,2009/1/3,吳林林,低級,12,123.76,0.04,火車,32.44,10.14,2.27,華東,安徽,蚌埠,辦公用品,紙張,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",打包紙袋,2009/1/7,,
9639,2010/9/5,徐麗,其它,47,1124.3,0.1,大卡,-335.22,25.98,14.36,華東,Jiangsu,南京,傢俱產品,椅子,"Global Stack Chair without Arms, Black",巨型木箱,2010/9/7,,
9639,2010/9/5,徐麗,其它,11,43.57,0.09,火車,6.70,4.13,0.99,華南,廣東,佛山,辦公用品,標籤,Avery 491,小型箱子,2010/9/5,,
9639,2010/9/5,徐麗,其它,23,2610.894,0,火車,516.19,125.99,5.63,華南,廣東,佛山,技術產品,電話通信產品,8290,小型箱子,2010/9/5,,
9664,2010/4/7,謝建,高級,13,88.38,0.06,火車,-64.95,6.48,8.4,華南,湖南,長沙,辦公用品,紙張,Xerox 212,小型箱子,2010/4/10,,
9665,2009/4/23,趙永根,低級,50,2348.66,0.02,火車,921.41,46.89,5.1,華南,湖南,長沙,辦公用品,家用電器,Bionaire Personal Warm Mist Humidifier/Vaporizer,中型箱子,2009/4/23,,
9665,2009/4/23,趙永根,低級,19,2657.12,0.05,大卡,-373.09,140.98,36.09,華南,河南,駐馬店,傢俱產品,書架,"Sauder Forest Hills Library, Woodland Oak Finish",巨型紙箱,2009/4/25,,
9665,2009/4/23,趙永根,低級,49,9579.62,0.1,大卡,-3465.07,212.6,110.2,華南,廣東,佛山,傢俱產品,桌子,Bush Advantage Collection® Round Conference Table,巨型紙箱,2009/4/25,,
9668,2009/9/6,邱景濤,低級,10,42.67,0.06,火車,-12.72,4.18,2.99,華南,廣東,佛山,辦公用品,夾子及其配件,Avery® Durable Slant Ring Binders With Label Holder,小型箱子,2009/9/8,,
9669,2009/4/22,邱偉民,中級,18,292.11,0.04,空運,-91.95,15.42,10.68,華南,廣東,佛山,辦公用品,容器，箱子,"Decoflex Hanging Personal Folder File, Blue",小型箱子,2009/4/23,,
9671,2011/9/12,黃錦悅,高級,6,12.61,0.07,火車,-4.90,1.88,1.49,華南,湖南,長沙,辦公用品,夾子及其配件,Staples® General Use 3-Ring Binders,小型箱子,2011/9/14,,
9696,2011/2/19,鄭帥,其它,15,110.15,0.02,火車,13.91,6.75,2.99,華南,廣東,佛山,辦公用品,夾子及其配件,Wilson Jones DublLock® D-Ring Binders,小型箱子,2011/2/21,,
9696,2011/2/19,鄭帥,其它,13,3335.27,0.03,大卡,539.69,243.98,43.32,華南,廣東,佛山,傢俱產品,椅子,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",巨型木箱,2011/2/21,,
9700,2011/8/8,蔡松,中級,35,106.06,0.08,火車,-59.74,3.14,1.92,華南,廣西,桂林,辦公用品,剪刀，尺子，鋸,Serrated Blade or Curved Handle Hand Letter Openers,打包紙袋,2011/8/9,,
9701,2010/2/27,秦晴,低級,8,103.75,0.01,火車,25.13,12.97,1.49,華南,廣東,佛山,辦公用品,夾子及其配件,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",小型箱子,2010/3/4,,
9701,2010/2/27,秦晴,低級,9,855.865,0.04,火車,-153.92,110.99,2.5,華北,山西,陽泉,技術產品,電話通信產品,T18,小型箱子,2010/3/3,,
9733,2009/3/17,宋勇民,其它,39,223.64,0.1,火車,-90.26,5.98,5.35,華南,海南,海口,辦公用品,紙張,Xerox 1947,小型箱子,2009/3/17,,
9761,2012/1/22,王雨,其它,2,202.64,0.04,大卡,-221.62,90.97,14,華南,河南,駐馬店,技術產品,辦公機器,Lexmark Z54se Color Inkjet Printer,巨型木箱,2012/1/23,,
9761,2012/1/22,王雨,其它,23,133.69,0.08,火車,-92.23,5.98,7.15,華南,海南,海口,辦公用品,紙張,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),小型箱子,2012/1/24,,
9762,2009/1/3,石景濤,高級,12,262.76,0.05,火車,-146.05,20.98,21.2,華南,湖北,十堰,傢俱產品,辦公裝飾品,36X48 HARDFLOOR CHAIRMAT,中型箱子,2009/1/4,,
9763,2011/8/13,胡小山,中級,44,176.26,0.07,火車,75.13,4.13,0.5,華南,廣東,佛山,辦公用品,標籤,Avery 506,小型箱子,2011/8/16,,
9765,2012/10/12,朱偉,低級,26,3505.6,0.03,火車,1019.70,128.24,12.65,華北,山西,陽泉,傢俱產品,椅子,SAFCO Folding Chair Trolley,中型箱子,2012/10/19,,
9792,2011/7/23,賀曉波,低級,14,84.09,0.02,火車,-73.14,5.4,7.78,華南,廣西,桂林,辦公用品,夾子及其配件,3M Organizer Strips,小型箱子,2011/7/23,,
9794,2012/3/24,盧文聰,其它,25,135.23,0.1,火車,-45.65,5.68,3.6,東北,遼寧,撫順,辦公用品,剪刀，尺子，鋸,Acme® Preferred Stainless Steel Scissors,小型包裹,2012/3/25,,
9796,2010/9/10,胡巴朗,中級,29,1222.59,0.02,火車,501.99,40.97,1.99,華北,北京,北京,技術產品,電腦配件,"TDK 4.7GB DVD-R Spindle, 15/Pack",小型包裹,2010/9/11,,
9824,2011/1/22,張興勝,中級,39,1939.66,0.03,空運,540.67,48.92,4.5,華北,山西,陽泉,辦公用品,家用電器,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",小型箱子,2011/1/24,,
9824,2011/1/22,張興勝,中級,5,21.56,0,火車,2.75,4.13,0.5,華北,內蒙古,包頭,辦公用品,標籤,Avery 506,小型箱子,2011/1/24,,
9824,2011/1/22,張興勝,中級,43,115.81,0.1,火車,-1.49,2.88,1.01,華北,山西,陽泉,辦公用品,筆、美術用品,"Sanford Colorific Colored Pencils, 12/Box",打包紙袋,2011/1/24,,
9826,2012/3/22,艾麗,中級,7,131.61,0.01,火車,-7.30,17.48,1.99,華北,河北,唐山,技術產品,電腦配件,"Maxell Pro 80 Minute CD-R, 10/Pack",小型包裹,2012/3/24,,
9829,2011/12/8,何春香,中級,23,750.39,0.04,火車,133.71,30.98,11.63,華北,內蒙古,包頭,辦公用品,夾子及其配件,GBC Linen Binding Covers,小型箱子,2011/12/9,,
9829,2011/12/8,何春香,中級,4,18.46,0.06,火車,-0.43,4.91,0.5,華北,內蒙古,包頭,辦公用品,標籤,Avery 508,小型箱子,2011/12/10,,
9857,2010/5/11,孫羽,高級,16,2366.18,0.1,火車,703.80,162.93,19.99,華北,山西,陽泉,辦公用品,信封,Multimedia Mailers,小型箱子,2010/5/13,,
9857,2010/5/11,孫羽,高級,49,675.71,0.06,火車,-17.49,13.79,8.78,東北,遼寧,撫順,傢俱產品,辦公裝飾品,9-3/4 Diameter Round Wall Clock,小型箱子,2010/5/11,,
9857,2010/5/11,孫羽,高級,16,292.978,0.05,火車,-93.61,20.99,3.3,東北,吉林,吉林,技術產品,電話通信產品,Accessory39,小型包裹,2010/5/13,,
9857,2010/5/11,孫羽,高級,50,3615.8405,0.03,火車,1861.35,85.99,3.3,東北,遼寧,撫順,技術產品,電話通信產品,Accessory20,小型包裹,2010/5/13,,
9860,2010/10/10,張中立,中級,43,319.69,0,火車,-73.66,7.28,3.52,東北,遼寧,撫順,技術產品,電腦配件,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",小型包裹,2010/10/11,,
9861,2012/10/28,劉草莓,低級,47,706.68,0.1,火車,6.60,15.94,5.45,東北,遼寧,撫順,辦公用品,筆、美術用品,Boston 16701 Slimline Battery Pencil Sharpener,小型包裹,2012/11/1,,
9863,2011/9/4,方明剛,中級,18,33.96,0,火車,0.10,1.76,0.7,東北,遼寧,撫順,辦公用品,筆、美術用品,Newell 310,打包紙袋,2011/9/6,,
9888,2009/9/12,龍百川,低級,48,8374.132,0.06,火車,2568.10,205.99,8.99,東北,吉林,吉林,技術產品,電話通信產品,TimeportP7382,小型箱子,2009/9/19,,
9892,2012/7/16,張玲玲,中級,50,1406.64,0.02,火車,424.36,27.18,8.23,東北,黑龍江,鶴崗,辦公用品,信封,"Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White",小型箱子,2012/7/17,,
9893,2009/8/16,包若男,中級,1,192.49,0.02,大卡,-98.30,160.98,30,西南,貴州,貴陽,傢俱產品,椅子,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,巨型木箱,2009/8/19,,
9894,2009/3/18,趙麗,高級,16,5403.75,0.08,大卡,103.83,355.98,58.92,西南,重慶,重慶,傢俱產品,椅子,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,巨型木箱,2009/3/20,,
9895,2010/4/20,向羽,低級,9,54.79,0.05,火車,-6.82,5.85,2.27,華南,湖北,十堰,辦公用品,筆、美術用品,"Dixon My First Ticonderoga Pencil, #2",打包紙袋,2010/4/24,,
9921,2011/5/14,吳貴櫻,低級,23,356.09,0.05,火車,155.82,15.67,1.39,華南,海南,海口,辦公用品,信封,"#10 White Business Envelopes,4 1/8 x 9 1/2",小型箱子,2011/5/14,,
9922,2011/4/3,任錦凱,其它,26,1075.91,0.03,火車,34.42,39.98,7.12,華南,河南,駐馬店,技術產品,電腦配件,"IBM Active Response Keyboard, Black",小型箱子,2011/4/4,,
9922,2011/4/3,任錦凱,其它,21,1176.859,0.03,火車,137.86,65.99,3.99,華南,廣西,桂林,技術產品,電話通信產品,StarTAC 7760,小型箱子,2011/4/4,,
9922,2011/4/3,任錦凱,其它,24,6408.3,0.1,大卡,539.54,280.98,35.67,華南,湖北,十堰,傢俱產品,桌子,Global Adaptabilities™ Conference Tables,巨型紙箱,2011/4/4,,
9923,2009/10/5,劉草莓,高級,27,63.71,0.01,火車,-96.03,2.08,5.33,華南,廣西,桂林,傢俱產品,辦公裝飾品,Eldon® Wave Desk Accessories,小型箱子,2009/10/5,,
9923,2009/10/5,劉草莓,高級,14,5388.8,0.03,大卡,-115.08,370.98,99,華南,海南,海口,辦公用品,容器，箱子,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",巨型木箱,2009/10/6,,
9925,2012/1/30,劉草莓,中級,43,1751.68,0.1,空運,771.83,41.94,2.99,華北,北京,北京,辦公用品,夾子及其配件,"Avery Trapezoid Extra Heavy Duty 4"" Binders",小型箱子,2012/2/2,,
9925,2012/1/30,劉草莓,中級,17,86.47,0.07,火車,-9.35,5.28,2.99,華北,內蒙古,包頭,辦公用品,夾子及其配件,"Wilson Jones 1"" Hanging DublLock® Ring Binders",小型箱子,2012/2/1,,
9925,2012/1/30,劉草莓,中級,31,684.5,0.02,火車,-27.99,21.38,8.99,華北,天津,天津,辦公用品,筆、美術用品,Boston 1730 StandUp Electric Pencil Sharpener,小型包裹,2012/2/1,,
9926,2009/10/11,周華,高級,25,158.83,0,火車,-56.97,5.77,5.92,華北,北京,北京,傢俱產品,辦公裝飾品,DAX Cubicle Frames - 8x10,中型箱子,2009/10/13,,
9927,2011/8/16,趙正玉,高級,32,4655.07,0,大卡,-270.63,140.98,53.48,華北,北京,北京,傢俱產品,書架,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",巨型紙箱,2011/8/17,,
9927,2011/8/16,趙正玉,高級,44,10087.6,0.01,火車,3387.35,218.08,18.06,西北,寧夏,石嘴山,傢俱產品,椅子,"Lifetime Advantage™ Folding Chairs, 4/Carton",大型箱子,2011/8/17,,
9927,2011/8/16,趙正玉,高級,34,1608.08,0.09,空運,-82.16,50.98,6.5,西北,甘肅,嘉峪關,技術產品,電腦配件,Microsoft Natural Multimedia Keyboard,小型箱子,2011/8/17,,
9952,2012/5/1,孟子祥,高級,47,7890.89,0.01,空運,-771.09,167.27,35,華東,浙江,溫州,辦公用品,容器，箱子,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,大型箱子,2012/5/3,,
9954,2009/6/19,肖明,其它,36,10122.72,0.07,大卡,-381.16,280.98,57,華東,浙江,溫州,傢俱產品,椅子,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,巨型木箱,2009/6/20,,
9954,2009/6/19,肖明,其它,39,203.6,0,火車,-166.44,4.98,7.44,華東,山東,萊蕪,辦公用品,紙張,Xerox 1922,小型箱子,2009/6/21,,
9954,2009/6/19,肖明,其它,30,115.81,0.1,火車,22.06,3.98,0.83,華東,浙江,溫州,辦公用品,筆、美術用品,Fluorescent Highlighters by Dixon,打包紙袋,2009/6/21,,
9955,2011/9/4,姚文文,中級,37,2912.015,0.09,火車,698.17,95.99,4.9,華東,浙江,溫州,技術產品,電話通信產品,T60,小型箱子,2011/9/6,,
9957,2010/11/30,吳向鵬,其它,31,74.75,0.06,空運,-115.43,2.28,5.2,華東,浙江,溫州,辦公用品,筆、美術用品,"Binney & Smith inkTank™ Erasable Pocket Highlighter, Chisel Tip, Yellow",打包紙袋,2010/12/1,,
9985,2010/8/7,韋毅祥,低級,12,81.9,0.08,火車,-23.52,6.68,5.2,華東,浙江,溫州,辦公用品,紙張,Xerox 1977,小型箱子,2010/8/7,,
10022,2009/3/4,朱梅芳,低級,1,12.18,0.06,火車,-3.88,10.14,2.27,華東,安徽,蚌埠,辦公用品,紙張,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",打包紙袋,2009/3/4,,
10048,2009/5/15,範鉞,其它,46,3197.45,0.08,火車,97.16,73.98,4,華東,江西,南昌,技術產品,電腦配件,Keytronic 105-Key Spanish Keyboard,小型箱子,2009/5/18,,
10048,2009/5/15,範鉞,其它,21,78.57,0.02,火車,-20.65,3.68,1.32,華東,安徽,蚌埠,辦公用品,剪刀，尺子，鋸,"*Staples* vLetter Openers, 2/Pack",打包紙袋,2009/5/17,,
10052,2009/9/7,高雲安,其它,16,95.9,0.07,火車,19.57,6.08,0.91,華東,上海,上海,辦公用品,筆、美術用品,Zebra Zazzle Fluorescent Highlighters,打包紙袋,2009/9/8,,
10052,2009/9/7,高雲安,其它,28,517.91,0.08,火車,107.11,19.9,5.29,華東,Jiangsu,南京,辦公用品,家用電器,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",中型箱子,2009/9/9,,
10052,2009/9/7,高雲安,其它,46,162.28,0.02,火車,-216.15,3.36,6.27,華南,廣東,佛山,辦公用品,夾子及其配件,Cardinal Poly Pocket Divider Pockets for Ring Binders,小型箱子,2009/9/9,,
10053,2012/1/10,胡培生,高級,31,162.58,0,火車,-109.86,4.89,4.93,華南,廣東,佛山,技術產品,電腦配件,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",小型包裹,2012/1/13,,
10053,2012/1/10,胡培生,高級,44,6815.23,0,大卡,-196.07,150.98,39.25,華南,廣東,佛山,傢俱產品,桌子,"Iceberg OfficeWorks 42"" Round Tables",巨型紙箱,2012/1/12,,
10054,2011/4/28,張瑤培,高級,2,203.3,0.08,火車,148.25,79.52,48.2,華南,廣東,佛山,傢俱產品,辦公裝飾品,Eldon Cleatmat Plus™ Chair Mats for High Pile Carpets,中型箱子,2011/4/30,,
10054,2011/4/28,張瑤培,高級,2,196.8515,0.09,火車,-606.60,125.99,5.99,華南,廣東,佛山,技術產品,電話通信產品,i600,小型箱子,2011/4/28,,
10080,2010/2/12,魯菁菁,低級,20,637.04,0,火車,-26.83,30.73,4,華南,廣東,佛山,技術產品,電腦配件,Fellowes 17-key keypad for PS/2 interface,小型箱子,2010/2/19,,
10081,2010/8/7,張瑤,其它,49,1058.43,0.02,火車,245.00,20.28,6.68,東北,吉林,吉林,傢俱產品,辦公裝飾品,"Seth Thomas 8 1/2"" Cubicle Clock",小型箱子,2010/8/8,,
10114,2010/2/8,周莊,中級,39,147.88,0,火車,-142.91,3.58,5.47,西北,甘肅,嘉峪關,辦公用品,夾子及其配件,Avery Poly Binder Pockets,小型箱子,2010/2/10,,
10117,2010/11/16,孫大強,中級,6,64.37,0.07,空運,-6.96,8.85,5.6,華東,上海,上海,辦公用品,夾子及其配件,GBC Standard Plastic Binding Systems Combs,小型箱子,2010/11/17,,
10117,2010/11/16,孫大強,中級,10,4588.55,0.01,火車,-266.62,449.99,24.49,西北,寧夏,石嘴山,技術產品,影印機、傳真機,Canon PC940 Copier,大型箱子,2010/11/18,,
10144,2011/1/2,範鉞,中級,16,5403.75,0.08,大卡,103.83,355.98,58.92,東北,遼寧,撫順,傢俱產品,椅子,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,巨型木箱,2011/1/4,,
10144,2011/1/2,範鉞,中級,1,192.49,0.02,大卡,-98.30,160.98,30,華南,廣西,桂林,傢俱產品,椅子,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,巨型木箱,2011/1/4,,
10144,2011/1/2,範鉞,中級,24,6408.3,0.1,大卡,539.54,280.98,35.67,華東,浙江,溫州,傢俱產品,桌子,Global Adaptabilities™ Conference Tables,巨型紙箱,2011/1/2,,
10146,2009/5/1,李國平,低級,19,596.21,0.1,火車,211.59,34.23,5.02,華南,廣東,佛山,傢俱產品,辦公裝飾品,Hand-Finished Solid Wood Document Frame,小型箱子,2009/5/6,,
10147,2010/10/9,孫敏,高級,22,96.75,0.04,火車,-72.91,4.24,5.41,華南,廣東,佛山,辦公用品,夾子及其配件,Storex DuraTech Recycled Plastic Frosted Binders,小型箱子,2010/10/10,,
10148,2009/3/25,邱宇華,低級,27,14357.85,0.02,大卡,3309.55,500.98,41.44,華北,山西,陽泉,傢俱產品,書架,DMI Eclipse Executive Suite Bookcases,巨型紙箱,2009/3/25,,
10183,2009/11/24,高瑞光,中級,48,1210.02,0.06,大卡,-279.44,25.98,14.36,華東,上海,上海,傢俱產品,椅子,"Global Stack Chair without Arms, Black",巨型木箱,2009/11/25,,
10209,2010/11/29,謝菲菲,中級,14,461.55,0.09,火車,-12.00,33.98,19.99,東北,黑龍江,鶴崗,傢俱產品,辦公裝飾品,"Linden® 12"" Wall Clock With Oak Frame",小型箱子,2010/11/29,,
10209,2010/11/29,謝菲菲,中級,48,418.82,0.02,火車,-60.21,8.6,6.19,華南,廣西,桂林,辦公用品,夾子及其配件,Avery Printable Repositionable Plastic Tabs,小型箱子,2010/12/1,,
10210,2011/6/23,莊斌,其它,10,767.34,0.04,火車,-154.65,73.98,14.52,華東,安徽,蚌埠,技術產品,電腦配件,Keytronic French Keyboard,小型箱子,2011/6/24,,
10212,2010/5/23,張玉,低級,14,74.02,0.02,火車,-2.91,5.08,3.63,華東,Jiangsu,南京,傢俱產品,辦公裝飾品,"Master Caster Door Stop, Gray",打包紙袋,2010/5/25,,
10212,2010/5/23,張玉,低級,22,1276.17,0,火車,564.22,55.48,6.79,華北,內蒙古,包頭,辦公用品,紙張,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",小型箱子,2010/5/27,,
10213,2011/2/17,朱春龍,高級,12,464.57,0.04,火車,-79.18,39.98,4,華北,內蒙古,包頭,技術產品,電腦配件,Microsoft Natural Keyboard Elite,小型箱子,2011/2/19,,
10242,2010/12/12,李瑞瑞,中級,32,690.88,0.08,火車,119.25,22.98,7.58,華北,山西,陽泉,傢俱產品,辦公裝飾品,"Seth Thomas 12"" Clock w/ Goldtone Case",小型箱子,2010/12/13,,
10243,2011/12/24,韓海泳,高級,12,28.41,0.07,火車,-44.08,1.98,4.77,華北,山西,陽泉,辦公用品,夾子及其配件,Avery Reinforcements for Hole-Punch Pages,小型箱子,2011/12/25,,
10245,2011/2/13,謝語晨,中級,27,2645.88,0.06,大卡,-1231.98,100.98,57.38,華北,內蒙古,包頭,傢俱產品,書架,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",巨型紙箱,2011/2/14,,
10245,2011/2/13,謝語晨,中級,20,2573.29,0.04,大卡,-896.94,122.99,70.2,華南,廣西,桂林,傢俱產品,椅子,"Global High-Back Leather Tilter, Burgundy",巨型木箱,2011/2/14,,
10245,2011/2/13,謝語晨,中級,23,127.17,0.1,火車,-108.13,5.53,6.98,華南,廣西,桂林,辦公用品,夾子及其配件,Avery Durable Poly Binders,小型箱子,2011/2/15,,
10247,2010/1/10,魏麗,中級,21,111.66,0.06,火車,-53.33,4.98,5.49,華南,廣西,桂林,辦公用品,紙張,Xerox 1952,小型箱子,2010/1/11,,
